Gene Name	g8_g7.log2foldchange
PKD2L2	0.3
TP53INP2	2.1
SDF4	0.2
MYH7B	1.2
BPIFB2	1.6
TP73	1.7
TOLLIP	0.2
UBE2D4	0.4
CLUL1	2.1
RUNX1T1	4.6
CDH17	1.7
THOC1	0.3
FKBP7	0.6
OSBPL6	4.1
SLC1A3	1.9
XRCC5	0.7
LXN	0.9
SP140	1.6
MKNK1	0.1
TNS1	3.5
REXO1	0.3
SAR1A	0.3
CDC14A	0.3
RAPGEF3	0.9
CEACAM1	0.3
SENP1	0.5
DUSP13	1.6
CIC	0.9
LIPE	0.7
FDFT1	1
PAFAH1B3	1.1
OPHN1	1.9
AFM	1.9
KIF22	1.5
SCGN	1.3
CARMIL1	0.1
PGM1	1.1
DDX1	0.9
DNM2	1
EPB41L2	0.9
RIMS1	3.9
MOXD1	2.4
STX7	1.4
RABL2B	0.5
KEAP1	1.6
DDX43	0.8
PTPRH	2.3
DCT	1.8
SLC35C2	0.3
CRYBG3	0.7
EPHA6	3.3
SCTR	2.2
RFX3	0.4
RIF1	0.1
RAB21	0
SLC4A4	3.6
SMARCA2	0.7
RDH8	0
SESN1	1.8
MID2	0
PIH1D3	0
COL5A3	3
SRCAP	0.8
PUM3	0.5
CPB2	1.6
CHRNA3	1.8
KCNN2	1.9
CNOT4	0.7
PSEN1	0.3
CPOX	1.6
CLDND1	1.1
MOK	1.4
HSP90AA1	0.5
RBL1	0.7
DLGAP4	0.2
IGSF9B	3.2
CFHR2	0
CROCCP3	1.6
NDC80	2.7
AP4E1	0.2
RSBN1	0.6
MAGI3	1.3
CXCL2	0
AFP	1.3
COL4A4	0.1
TCF7	0.8
OSTM1	0.6
CDH7	3
IMPG2	0.5
PCNP	0.5
EXD2	0.9
ARG2	0.2
MEF2C	0.8
PTPRC	1.5
CACNA1S	3.8
PKP1	3
UBA5	0.7
STK17B	1.1
CDC14B	0
ZNF510	0.2
LRP2	4.7
ZNF506	1.2
JMJD4	0
DUSP12	0.2
AACS	1.2
DELE1	0.4
SLC13A1	2.4
CADPS2	3.3
PCDHB4	0
PCDHA6	0
PCDHGA2	1.7
HSPB11	1
PHLPP1	0.5
ATP8B1	1.4
IL12RB2	3
SMARCD3	1
WDR70	0.3
FYB1	0.3
MPP4	2.6
STRADB	0.3
BZW1	0.2
PGR	3.5
C1QTNF3	0.6
ME2	0.5
C5orf22	0.4
CCNT2	0.9
FAM135A	0.9
COL19A1	1.7
EPB41L3	2.5
COBLL1	3.2
DLG3	2.1
KCNK2	2.3
SERTAD4	2.3
TRAF5	1.7
MRPL22	1.2
GEMIN5	0.1
OPRK1	1.2
NFE2L1	0.5
SEMA5B	2.6
GSK3B	0.3
ITGB5	2.8
ERC1	0.8
XPO1	0.2
LINC01587	0
RNF13	0.2
TRPM3	2.9
PALB2	0.7
DOP1A	0.2
LYRM2	0.3
BCKDHB	0.8
KAT6A	1.3
TUT7	0.5
ULK2	1.1
GRHL2	3.3
TNPO1	0.4
PLOD1	1.3
P2RX5	2.1
ITGAE	0.5
DIS3	0.3
PIBF1	0.9
TDRD3	0.1
AC000061.1	0
NUFIP1	0.3
PDS5B	0.4
OXCT1	1.2
RRAGB	1.3
EPYC	0
CYLD	0.2
SLC27A5	1.3
ZNF324	0.3
ZNF671	0.8
ZNF416	0.3
ZNF586	0.3
ZNF446	0.4
ZNF264	1
RPS5	0.4
FAT1	4.2
YTHDC1	0.6
CHMP2B	0.1
SMAP2	1.2
PPIE	0.3
ZMPSTE24	0.8
STARD7	0.6
NOA1	0.9
REST	0.5
HAL	0.2
SSH1	0.4
GSTP1	2.6
APLP2	1.2
FAM234B	0.4
SLCO1A2	0.7
WBP11	0
EIF3I	1.1
NKAIN1	2.1
COL16A1	5.6
TXLNA	0.4
APOB	3.5
NCOA1	0.3
AGBL5	0.5
EFR3B	1.4
KIF3C	0.6
RAB10	0.7
GCKR	2.3
HADHA	0.8
MAPRE3	0
CAD	0.7
CD59	2.3
CD82	0.1
BCORL1	0.3
ATRX	0.7
AK6	0.8
FCN1	0.2
MYNN	0.4
MECOM	0.9
SCAMP1	0.5
PREP	0.4
HACE1	0.6
SEH1L	0.6
WDR47	0.1
WDFY1	0.6
OVGP1	1.7
SLC25A24	0.9
MAP3K4	0.4
PILRA	0.4
IGSF9	0.5
ABCB1	2.5
ZNF213	0.3
AKR1B1	0.8
CPNE3	1.1
RRN3	0
CTTN	2.1
WNT11	0.2
MTIF2	0.4
DDHD2	0.9
TTC39A	2.5
EPS15	0.1
ORC1	2.6
MGST2	4
CHERP	0
ATG16L1	0.6
USP40	0.1
POMGNT1	0.5
RAD54L	2.1
MAST2	0.8
DNAJA1	0.8
B4GALT1	0
CHMP5	1.6
NFX1	0
AQP6	2.8
DIMT1	0.9
IPO11	1
FOLH1	1.7
EIF2AK1	0.7
NME8	2.6
EPDR1	2
SNX10	0.9
SEPHS1	1.4
MRPL28	1
HBQ1	0
ITPKC	0.3
CEACAM6	1.9
FAT2	1
RBM22	0.3
TMED2	1.2
ERO1B	0.4
ZFAND6	0.3
HSD17B2	2.7
TXLNG	0.1
PPEF1	1.4
LAT2	0.3
HUWE1	0.2
ZW10	0.6
ALG9	0.2
MYBPC2	1.8
NOX4	2.7
ACOX3	0.1
MTMR2	0.9
PPP1R15A	3.8
HSD17B14	1.1
TRIP6	1.9
ACHE	2.3
FTL	0.9
SRRT	0.1
BAX	2.1
NLK	0.2
PIGS	0.5
ADAMTS2	1.9
TMPRSS11E	0
ATXN7L3	0
PGS1	0.6
PSMC5	0.6
UIMC1	0
CETP	1.2
MMP2	2.8
MT3	0
LPCAT2	1.9
GNAO1	0.5
OGFOD1	1
SH3BP2	1
NOP14	0.2
ADD1	0.2
L2HGDH	1.3
TXNDC16	1.5
RTRAF	1
NID2	0.8
GMCL1	0.1
SF3B2	0.2
KLHL42	0.2
GNAS	0.3
DNM1L	0.4
PTHLH	1.4
PHACTR3	3.6
ERGIC2	0.5
TFAP2C	1.9
AURKA	3.2
CASS4	0.2
PIR	4.8
AAMDC	1.2
RFX2	0.4
METTL2A	0.5
SULT2B1	1.6
ALG6	0.1
CNOT3	0.2
GP6	0.5
PTPN4	0.3
DDX18	0.4
KHSRP	0.7
GNA11	0.4
ASAP3	0
EDEM2	0.1
DNMT3B	2
REM1	0
TPX2	3.3
FER1L4	3
PDRG1	0.1
EPB41L1	1.9
SLC15A1	3
DOCK9	0.4
ANKRD10	0.8
TGDS	0.6
DOCK3	2.6
C3orf18	0.9
COQ9	0.3
TMEM40	2.7
KIF9	0.7
ARHGAP28	3.4
CRLS1	0.8
DEFB127	0
PPP1R13B	0.7
ATRN	0
SMOX	0.6
SIGLEC1	2
FKBP1A	0.9
NSFL1C	0.4
SLC4A11	1
C20orf194	0.7
ZNF343	0.3
EBF4	0.6
CPXM1	0.1
MAVS	0.3
LZTS3	0.6
F11	1.5
XRN2	0.3
KIZ	0.8
DYNLL1	1.2
TESC	0.1
SNX5	0.5
RPL6	0.5
SIRPG	1.1
MAPKAPK5	0.1
P2RX7	0.1
ESF1	0
RBBP9	0.3
ANAPC5	0.3
SLC23A2	2.3
SLC8B1	1.2
TMEM230	0.4
DZANK1	0.2
KDM2B	0.4
CFAP61	3.9
LHX5	0
TASP1	0.5
OAS1	2.3
GCN1	0.2
RPLP0	1.2
PXN	2.5
SIRT4	0.3
RPH3A	4.1
KIF16B	0.7
TRMT6	0.4
CHGB	2.1
PEBP1	1.2
TBX5	0.7
BRAP	0.1
ERP29	0.4
NOS1	4.6
FUS	0.1
IGBP1	0.3
FXYD5	0.6
ZNF302	0.1
GRAMD1A	0.1
FXYD3	1.5
HEPH	3
CDIP1	1.6
CMTM1	1.1
KCNH4	1.4
GANAB	0.2
GMIP	0.9
RBM41	0
BIRC5	3
LAG3	2.3
MLF2	0.5
OTUB2	0.9
DDX24	0.6
ZBTB25	0.6
NECAP1	0.6
ARHGAP4	1.1
ANKRD24	1.2
DHX32	0.7
RCOR1	0.9
GPATCH2L	0.4
LTBP4	0.4
BLVRB	1.9
SLC9A1	0.3
SPTLC1	0.3
PAPOLA	0
CCNK	0.5
PCBP4	0.3
RGS1	5.4
YPEL3	1.8
MRPS33	1.5
NDUFB2	0.7
NUDC	0.8
MAEA	0.1
ICAM1	0.6
STRN4	0.2
IRAK3	0.4
LYZ	1.2
SI	2.7
MUL1	0.3
TFAP4	0.4
PDCD7	0.3
SPG21	0.5
FETUB	1.5
DNAJB11	0.8
P3H2	2.5
THPO	1.8
CHRD	2.8
FLT3LG	0.4
RAB11FIP3	0.8
GNPTG	0.9
ZNF268	0
GOLGA3	0.4
PABPC4	0.2
CD209	1.5
CERS4	1.2
MCOLN1	0.2
USP48	0.4
EFNB1	0.4
PDPR	0.3
AARS1	1.6
GLG1	0.5
KIF4A	2.9
TNRC6A	0.6
PLEKHG2	1.3
DLL3	0.1
NAT14	0.6
PITPNM2	0.1
EXOC1	0
RBM27	0.3
POU4F3	0.9
OSBPL8	0.8
DTX2	0.6
NLRC4	0.2
PUS7	1.2
LAMB4	0.8
NRCAM	3.2
LAMB1	0.2
SLC26A4	1.6
SLC26A3	1.8
DLD	1.2
WDR7	0.2
TXNL1	0.9
IL5RA	2.1
ABCC6	0.8
CMTM6	0.2
ITGA6	1
RAPGEF4	1.1
MAP3K20	1.3
SMPX	0
FH	2.1
SEL1L3	1
TF	3.6
CDV3	0.8
MYO15A	0.1
ALKBH5	0.2
APOH	0
NLRP1	1.5
PITPNM3	1.2
SPAG7	0.6
ORC6	1.3
ZFHX4	3.4
SLC17A6	1.7
CPA1	1.7
ZC3HC1	0.7
ESR1	0.6
RGS17	1.9
ANGPT2	0.7
TMEM101	0.7
CD200	1.1
CCDC80	0.2
CMA1	0
PSME1	1
PPP2R3C	0.1
HAUS4	1.2
JPH4	1.4
MYH7	0.7
CEBPE	1
SLC7A8	1
OSGEP	0.7
SLC22A17	0.7
RNF31	0.2
SCFD1	0.3
G2E3	0.1
HECTD1	0.5
HNRNPC	0.4
RPGRIP1	1.2
SUPT16H	0.9
TOX4	0.1
GEMIN2	1
TGM1	0.4
TINF2	0.2
DAZL	1.9
TBL1Y	0
SEMA6A	1.4
TRPM7	0.1
TYRO3	4.1
WDR76	1.7
CAPN3	0.8
SNAP23	0.3
TBX15	2.6
PHGDH	2
COL9A3	0.2
EZR	0.6
MYL6	0.5
AGO1	0.6
TEKT2	0.6
CLSPN	2.2
RFFL	0.3
UNC13D	0.3
MFSD11	0.5
DPYSL2	0.8
TGFB2	0.5
GPATCH2	0.3
NUP50	0.5
CDC45	2.8
COMT	1.1
ADA2	0.6
AC016026.1	1.3
VNN3	0.1
ECHDC1	0.4
LRRFIP2	0.4
SEC22C	0.3
XYLB	2.2
HDAC6	0.4
OR1I1	2.2
GABRP	2.8
KRT31	0
CDC6	2.3
UPRT	0.2
CDC23	1.1
AAAS	0.1
CBX5	1
FMO2	2.2
SUCO	0.5
MSH2	0.1
MAP3K1	2.5
DHPS	1.3
HOOK2	0.6
NXPE1	1.9
ARCN1	0.6
EPB41L4B	2.7
TMEM38B	0.6
PSMD5	0.7
PTGS1	0.9
NUP188	0.1
CRAT	0.6
SH2D3C	1.1
NANS	0.9
TBC1D2	1.3
WHRN	2
PDE6C	1
CWF19L1	0.1
SEMA4G	0.1
BTAF1	0.7
IKZF5	0.5
BLNK	0.8
TLL2	2.3
CYP26A1	0
TDRD1	1.3
SORBS1	2.2
CRTAC1	1.5
BAMBI	0.1
IL11	1.6
MYO3A	2.7
WAC	0.3
CREM	0.5
NUBP2	0.6
TPSD1	0
SMIM24	0.8
HIVEP1	0.8
TREM2	0
KCNK16	0
CRISP3	0
FKBP5	0.9
SRPK1	1.3
BRPF3	0.8
MRPS18A	1.2
PGC	1.5
TMEM14A	0.9
EFHC1	0.6
NCR2	3.2
HSP90AB1	0.3
MLN	0.2
CDC5L	0
ITPR3	1.9
ZNF184	0.3
DSP	1
SIRT1	0.9
HNRNPH3	0.1
IFT74	0.3
JAK2	0
IL12RB1	0
ABL1	0.4
ACOT7	2.4
SH3GLB1	0.5
CDC7	1.4
SYDE2	2.1
PCSK5	4.3
SCD	4
TMED1	0.1
ABLIM1	0.7
ERMP1	0.7
RAB18	0.4
NRP1	3.3
HSD17B7P2	0.6
PRTFDC1	2.1
PALMD	2.8
TSPAN15	2.1
MACROH2A2	0.4
WASHC2A	0.5
MAST3	1.5
MZF1	1
OCEL1	0.2
MYO9B	1.1
KCNK6	0.2
CATSPERG	1
PSMD8	0.9
FBXL19	0.2
STX1B	1.1
HSD3B7	0.9
SETD1A	0.4
BCL7C	0.9
MAGEB2	0
EFNA2	0
CIRBP	1.1
ATP5F1D	0.9
CBARP	1
PCDH11Y	1.4
AMELY	0
PRKY	0.3
IGFALS	0.2
HNRNPM	0.5
MARCHF2	0.2
NDUFB7	1.1
TECR	0.2
TIMM13	1.5
CDC34	0.3
MTAP	0.7
MISP	0
CEP170B	1.4
POLR2E	0.6
POLRMT	0.2
HCN2	0.6
CDHR5	0.9
IZUMO4	0.1
RASSF7	0.6
GADD45B	1.3
PALM	1.5
MADCAM1	0.9
IGF2-AS	0
MKNK2	0.6
ARVCF	0.2
TRMT2A	0.2
RANBP1	1.4
ZDHHC8	0.1
KLHL22	0.7
MED15	0.5
SERPIND1	0.6
SNAP29	0.3
CRKL	0.1
LZTR1	0.3
MMP11	1.6
CECR2	0.6
SMARCB1	0.2
P2RX6	0.5
DERL3	0.2
SLC7A4	0
BCL2L13	0.3
DDTL	0.3
DDT	0
GSTT2	0
OSM	1.1
CABIN1	0.5
TBC1D10A	1.2
SUSD2	0.3
SF3A1	0.3
GGT5	1.2
RNF215	0.3
SEC14L2	0.1
SEC14L3	2
SPECC1L	0
PPIL2	0.6
UPB1	0.1
YPEL1	1.8
SNRPD3	0.7
PES1	0.7
MAPK1	0
GGT1	0.1
PRODH	0
PPM1F	0.6
SLC35E4	0.6
TOP3B	0.2
CRYBB3	0
CYTH4	2.1
ESS2	0.1
CRYBB2P1	0.2
MFNG	0.1
CARD10	1.4
LRP5L	0.9
SLC25A1	1
GRK3	0.5
PLA2G3	0
LGALS2	0.4
GGA1	0.7
HIRA	1
SH3BP1	0.6
SEZ6L	1.3
LGALS1	2.1
HPS4	0.7
PIK3IP1	4
Z83844.1	0
SRRD	0.5
PATZ1	1.1
TRIOBP	0.4
TFIP11	0.4
GCAT	1.4
GGTLC2	0
CRYBB1	1.7
ANKRD54	0.5
EIF3L	0.4
SNU13	0.8
MICALL1	0
POLR2F	0.8
SOX10	0.8
CCDC134	0.8
DEPDC5	0.8
PICK1	0.5
TTC28	0.3
SLC16A8	0
CENPM	0.8
SEPTIN3	2.7
SLC5A1	3.4
TPTEP1	3
SLC5A4	1.3
KDELR3	0.2
CYP2D6	1.1
DDX17	0.7
DMC1	1.6
TCF20	0.6
HSCB	0.3
CBY1	0.4
TOMM22	1
RSPH14	0.9
XBP1	2.5
RTCB	0.8
JOSD1	0.2
FBXO7	0.5
GTPBP1	0.4
POLDIP3	0.3
RAB36	0.4
TIMP3	1.4
PPP6R2	0.4
SBF1	1.2
SUN2	0.9
CYB5R3	0.1
DNAL4	0.4
C22orf31	0
MIOX	0.4
LMF2	0.6
RHBDD3	1.1
PACSIN2	0
TTLL1	0.8
RASL10A	0.4
AP1B1	0.6
HMGXB4	0.2
TOM1	1.8
NEFH	2.6
CHKB	0.8
BIK	0.3
HMOX1	0.7
MCAT	1.1
THOC5	0.1
MCM5	0.2
APOBEC3H	3.5
ARSA	0
TSPO	1.1
RASD2	0
TTLL12	1.4
CBX7	2.7
PDGFB	3.4
ACR	0
CABP7	0.2
RPL3	0.2
ZMAT5	0.2
RBFOX2	3.2
SYNGR1	0.3
TAB1	0
ASCC2	0.1
MTMR3	1
MIEF1	0.7
APOL4	1.1
PNPLA5	1.5
APOL1	1.7
PNPLA3	1.6
MYH9	0.8
CACNA1I	2.2
SAMM50	0.8
TXN2	1.2
FOXRED2	1.2
GRAP2	0.4
EIF3D	0.2
TNRC6B	1.3
SGSM3	1.7
IFT27	0.4
PVALB	0
KIAA0930	1.3
NCF4	0.1
CSF2RB	2.2
SLC25A17	1
UPK3A	0
FAM118A	0.1
KCTD17	0.5
ST13	0.3
IL2RB	1.6
RBX1	1
EP300	1.3
L3MBTL2	0.4
CHADL	0.2
RANGAP1	0.7
ZC3H7B	0.6
PHF5A	0.6
ACO2	0
POLR3H	0.5
TRMU	0.2
PMM1	0.7
DESI1	1.2
CERK	1.4
BRD1	0.5
ZBED4	0.4
MLC1	3.5
HDAC10	0.1
KCNK10	3.1
ABHD4	0.7
KHNYN	0.7
FKBP3	1.1
SDR39U1	0.7
CTSG	0.9
GZMH	1.7
GZMB	0.3
RBM23	0.2
PRMT5	1.3
COCH	0.6
AP4S1	0.6
POLE2	2.3
VCPKMT	0.6
SOS2	0.9
CDKL1	0
NIN	0.2
PYGL	3.6
TRIM9	2
PSMC6	0.1
GNPNAT1	1.2
DDHD1	0.7
CDKN3	3
CNIH1	0.9
CGRRF1	0.2
ATP6V1D	0.2
CCDC198	2.6
PLEK2	1.9
PIGH	0.1
LRRC74A	1.8
PSMA3	1.5
VTI1B	0.5
TIMM9	0.8
GSTZ1	1
KIAA0586	0.1
TMED8	0.4
SAMD15	0.6
AHSA1	1
DAAM1	0.1
ISM2	1.4
SPTLC2	0.6
AL159141.1	0.2
LGMN	0.9
ALKBH1	0.4
SNW1	0.2
CHGA	0.5
ITPK1	0.4
DHRS7	0.9
PPM1A	0.1
SIX4	2.2
GALNT16	1.2
ASB2	1
CEP128	1.4
ERH	1.9
HIF1A	1.4
SUSD6	1.2
SRSF5	0.6
SLC10A1	1.5
EIF5	0.9
SERPINA4	1.9
SLC8A3	3.3
DICER1	0.2
ZFYVE21	0.7
MTHFD1	1.7
TCL1A	0
ZC3H14	0
TELO2	0.3
PCNX1	0.5
BDKRB1	0
GSKIP	0.8
VRK1	1.2
PSMC1	0.9
PAPLN	0
RPS6KA5	1.6
PPP4R3A	0.7
C14orf93	0.4
PSMB5	1.8
YY1	0.1
ACIN1	0.7
CCNB1IP1	1.2
TRIP11	0.4
APEX1	0.6
PABPN1	0.2
EFS	0
ARHGAP5	0.4
CINP	1.1
DHRS2	3.3
SRP54	1
CPNE6	0.4
CHD8	0.4
PCK2	1
PRORP	0.5
DCAF11	0
PSMA6	1.5
NFKBIA	1.2
EMC9	1.3
PSME2	1.8
BRMS1L	0.7
REC8	0.8
TM9SF1	0.7
SEC23A	0.4
GMPR2	0.5
PNN	0.5
RABGGTA	0.4
NFATC4	3
PLTP	0.6
PCIF1	0.5
GSS	1.2
MMP9	0.3
VSX1	1.5
TRPC4AP	0.4
PYGB	0.5
ABHD12	0.8
PROCR	1.2
GINS1	2.3
NINL	0.5
CD40	0.7
UQCC1	0.4
ZMYND8	0.3
SGK2	0.6
IFT52	0
MYBL2	1.1
R3HDML	0
HNF4A	3.3
NDRG3	0.2
SLA2	2.2
RAB5IF	0.9
NFATC2	1.2
RIMS4	2.1
PABPC1L	1.2
STK4	0.5
SALL4	0.3
ADNP	0.4
PFDN4	1.3
DOK5	1.6
CSTF1	1.1
BMP7	1.3
RAE1	0.4
TPD52L2	0.2
DNAJC5	0.3
NELFCD	0.1
CTSZ	0.5
PRPF6	0
TUBB1	0.1
PRELID3B	1
HRH3	0
MTG2	0.3
PSMA7	0.9
SLCO4A1	0.7
NTSR1	1.9
MRGBP	0.4
TCFL5	0.1
DIDO1	0.4
GID8	0.2
SLC17A9	0.1
BIRC7	0
NKAIN4	0
ARFGAP1	0
AVP	0
COL20A1	1.4
CHRNA4	0.7
EEF1A2	0.6
PTK6	1.3
GMEB2	0.4
C20orf27	0.8
SPEF1	0
CDC25B	0.4
ISM1	0
RNF24	0.5
ARFRP1	0.2
NDUFAF5	0.5
SEL1L2	2.4
TRIB3	1.1
RASSF2	1.1
CSNK2A1	0.3
SLC52A3	1.9
RPS10P5	0
ANGPT4	1
RSPO4	0.5
CDS2	0.2
PROKR2	0
HM13	0.8
SNPH	0.3
MYLK2	2.4
SIRPB1	0.2
SEC23B	0.7
FERMT1	1.8
HAO1	1.9
PDYN	1.7
CCM2L	0
PLCB4	3.8
MYL9	0.3
HCK	2.3
TM9SF4	0
TLDC2	2.1
CRNKL1	0.2
POFUT1	0.2
SAMHD1	2
PAK5	3
KIF3B	0.2
MROH8	0.7
NOP56	0.6
MANBAL	0.7
IDH3B	0.1
MAPRE1	0.9
JAG1	2.8
CDK5RAP1	0.1
SNTA1	1
OXT	1
TTI1	0
E2F1	2.1
RPRD1B	0.5
PXMP4	0.2
CHMP4B	0.3
BPI	2.4
CST9L	0
SLC32A1	2
CST3	2.7
ASIP	0
CST4	0
ACTR5	0.8
WFDC2	0
AHCY	1.5
PPP1R16B	1.2
SPINT3	0
FAM83D	2.2
EPPIN	3
DHX35	0.6
DNTTIP1	0.6
MAP1LC3A	1.6
SYNDIG1	0.8
PIGU	0.5
TNNC2	0.8
ACOT8	0.4
APMAP	0.7
CELF4	1.4
ZNF516	0.1
CDH20	0.7
ADNP2	0.5
RBFA	0.7
USP14	1
VAPA	0.4
METTL4	0.1
LPIN2	0.6
SMCHD1	0.3
MYOM1	0.9
MYL12A	0.8
CEP76	0.7
ST8SIA5	4.3
CEP192	0.3
RNMT	0.6
SMAD7	2.1
LIPG	3.5
LAMA1	4.5
RNF125	1.2
ANKRD12	0.9
NOL4	3.2
POLI	0.9
MIB1	0.2
RBBP8	1.5
RIOK3	0
CSTF2	0.7
H2BW2	0
MXRA5	2.2
VSIG1	0.2
PSMD10	0.9
ATG4A	0.5
STS	0.1
TBL1X	0.5
GPR143	0.5
PGRMC1	1.3
POLA1	1
MID1	2.1
NKAP	0.1
RHOXF1	0
NXT2	0.6
GUCY2F	1.6
ATP1B4	2
MCTS2P	0
ALG13	1.1
PRPS2	0.9
TLR8	0.6
MOSPD1	0.6
AMMECR1	0.2
CHRDL1	0.7
WDR13	0.1
SUV39H1	1.3
PAGE4	0
SRPX	0
GLRA2	1.2
XIAP	0.5
STAG2	0.1
ATP11C	0.2
MCF2	0.7
F9	0
ABCD1	0
CCDC22	0.6
CACNA1F	1.8
SYP	0
PLP2	1.3
BMX	1.5
LUZP4	0
PLS3	1.9
NAA10	0.3
RENBP	0.6
ELF4	0.2
SMARCA1	0.5
MTMR8	0.7
ASB9	0
ZC3H12B	0.1
RBBP7	0.6
PPP1R2C	1.1
KCND1	0.4
OPN1LW	0
SLC25A14	0.2
FMR1	0
PIM2	0.9
SCML2	0.3
SLC35A2	0.2
PQBP1	0.3
RS1	2
PCSK1N	0
EMD	0.1
TAZ	0.5
RAB40AL	0
PGK1	0.8
GATA1	0
MAGT1	0.4
SMS	1.2
PHEX	1.6
UBL4A	0.8
CD99L2	0.8
EEA1	0.2
GPR50	0
RP2	0.8
JADE3	0.3
CDK16	0.1
USP11	0.9
PCYT1B	1.1
BRS3	0
HTATSF1	0.1
VGLL1	0
CD40LG	0.1
TIMP1	2.1
KLHL4	0
GABRE	2.9
PCDH11X	0
FGD1	1
PIN4	0.7
PORCN	0.5
ITIH6	2
MAGED2	0.1
RBM3	0.1
KLF8	0.7
SRPX2	2.3
SYTL4	1.5
ZDHHC15	0.4
CENPI	2.8
DRP2	2
TAF7L	1.6
PBDC1	0.6
GLA	0.1
ARMCX3	0.1
BEX4	0.9
RUBCNL	0.6
NALCN	3.9
FGF14	2.6
HTR2A	2.3
NDFIP2	2.8
TNFSF13B	2.3
FNDC3A	1
MLNR	0
CDADC1	0.2
CAB39L	0.3
KLF5	0.5
STK24	0.4
ACP5	1.5
DNAJC3	0.9
UGGT2	1
ARHGEF7	0.2
FGF9	1.6
SGCG	0
PARP4	0.7
SUPT20H	0.1
MRPS31	0.4
SLC25A15	0.5
KPNA3	0.9
FLT1	1.8
RGCC	2.5
VWA8	0.9
DGKH	2.3
KATNAL1	0.2
INTS6	0.3
ACOD1	0.9
DHRS12	0.7
MEDAG	0
TSC22D1	0.5
CLN5	0.3
OLFM4	1.9
MSLN	1.5
MGRN1	0.3
ZNF629	0.9
TRADD	0.2
HSF4	0.1
CORO1A	0.3
MAPK3	0.2
GDPD3	1.9
ELMO3	0.3
MT4	0
PHKB	0.2
LYRM1	0.7
NUTF2	1.3
NUP93	0.6
CENPT	0.4
TSNAXIP1	0.1
NFAT5	0.7
LONP2	0.2
N4BP1	0.7
CBLN1	0
ARL2BP	0.8
PLLP	0.3
ZNF423	0.9
CCL22	0.3
DHODH	0.1
CCL17	0.2
CTCF	0
ACD	0.1
POLR2C	0
PARD6A	0.6
ZNF821	1.6
MMP15	1.6
USB1	0.3
CYB5B	1.1
CCDC113	1.4
PRSS54	0
NME3	0.2
NDRG4	0.2
PSMD7	0.9
SETD6	0.1
SLC38A7	0.2
VAC14	0.3
HAS3	0.4
TANGO6	0.6
COG4	0
SMPD3	0.3
SLC7A6OS	0.2
SLC7A6	0.3
PLA2G15	0.8
ESRP2	1.5
FA2H	0.7
WDR59	0.4
MON1B	0.1
CMC2	1.4
AXIN1	0.7
HCFC1R1	0.4
NPRL3	0.1
MLYCD	0.5
MPG	0.5
NECAB2	0.9
HSDL1	0.6
TAF1C	0.9
NAGPA	0.3
WFDC1	3.5
SEC14L5	2.2
COTL1	0.2
USP10	0.3
CRISPLD2	2.6
TSC2	0.6
ZNF500	0
AC069335.1	0
NME4	1.2
ABCC1	0.3
NOMO3	0.4
LMF1	1.4
FOXF1	0
CIAO3	0.4
MTHFSD	0.1
CLCN7	1.2
HAGHL	0.7
ANTKMT	0.4
SLC7A5	2.2
METRN	0.1
FBXO31	0.1
STUB1	0.2
RHBDL1	0.2
NUBP1	0.6
UBE2I	0.1
ZP2	1.7
MEFV	1.9
CRYM	0.9
EEF2K	0.5
CAPN15	0.3
PIEZO1	0.5
GSPT1	0.8
ZNF174	0.7
CLUAP1	0.2
UBFD1	0.6
PRSS33	1.6
EARS2	0.8
ELOB	0.9
GGA2	1.6
AQP8	0.8
CPPED1	0.3
USP31	1
HMOX2	0.9
DNAJA3	0.4
CORO7-PAM16	0
BFAR	0.3
SALL1	3
TOX3	2.8
RRN3P2	0.7
RBL2	0.7
QPRT	4.6
XYLT1	2.4
PYCARD	0.9
RPGRIP1L	0.9
MAZ	0.4
STX4	0.7
CDIPT	0.1
BCKDK	0.6
KAT8	0.3
NOMO1	0.5
IL21R	0.2
SYT17	1.3
TMC5	1.9
CCP110	0.8
VPS35L	0.2
SLC6A2	2.2
RNF40	0.4
KNOP1	0.4
AQP9	1.3
AAGAB	1.1
IQCH	1.9
LACTB	0.2
CORO2B	0.5
CSK	0.5
HERC1	0.5
TRIP4	0.1
MTFMT	1.1
RASL12	0
AP3B2	1.7
ACSBG1	1.9
IGDCC4	2.5
RAB11A	1.2
CTSH	0.6
GOLGA8UP	2.4
TTC23	1.9
CD276	3
FAH	3.8
CEMIP	0.6
RPAP1	0.3
HOMER2	1.2
EHD4	1.3
TMEM87A	0.3
ZNF106	0.5
CEP152	0.6
ATP8B4	1.6
OCA2	2.9
DTWD1	0.5
TGM5	3.1
FAM189A1	3.1
GABPB1	0.4
TJP1	4.3
BMF	0.2
DMXL2	3.1
SCG3	1.7
DNAJC17	0.3
EIF3J	1.2
SPG11	1
RHOV	2
VPS18	0.1
OIP5	2.6
SLC30A4	0.8
BLOC1S6	0.1
MYEF2	0.2
SGK3	0.2
PDGFRL	1.9
CSPP1	0
ZDHHC2	0.4
BRF2	0.5
TRIM35	0.7
ZFAND1	0.7
RP1	3.3
CA2	1.2
FZD3	1.8
INTS9	0
RIPK2	0.3
EYA1	0.7
NBN	0.9
TRPA1	2.8
CPQ	1.8
DECR1	0.8
CALB1	0.7
IMPAD1	0.4
SFRP1	2.5
LAPTM4B	1.6
